Tier,RSC ID,Player Name,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Prospect,RSC003697,Deaththekid331,Four Horsemen,Rocket Association Wrestling,Lunar,77.4,415,30,0.616,0.667,20,10,12068,7400,4668,35,16,46,80,43.80%,413,253.3,159.8,1.2,0.55,1.57,2.74,402.3,246.7,155.6,1.17,0.53,1.53,2.67,81,60,2.77,2.05,2.7,2
Prospect,RSC004908,Tyler,House Salads,Fifty-Fifty Pizzeria,Solar,77.3,709,52,0.473,0.462,24,28,19422,10650,8772,50,35,48,150,33.30%,389.1,213.3,175.7,1,0.7,0.96,3,373.5,204.8,168.7,0.96,0.67,0.92,2.88,128,137,2.56,2.74,2.46,2.63
Prospect,RSC001353,Pre Dude,Earth,The Elements,Solar,75.5,552,41,0.562,0.488,20,21,15871,8470,7401,38,22,50,107,35.50%,408.4,217.9,190.4,0.98,0.57,1.29,2.75,387.1,206.6,180.5,0.93,0.54,1.22,2.61,94,80,2.42,2.06,2.29,1.95
Prospect,RSC005019,M3Tabolic,Earth,The Elements,Solar,74.2,578,43,0.504,0.465,20,23,14570,8050,6520,30,36,41,120,25.00%,358,197.8,160.2,0.74,0.88,1.01,2.95,338.8,187.2,151.6,0.7,0.84,0.95,2.79,100,99,2.46,2.43,2.33,2.3
Prospect,RSC004326,The_Peskiest,Infrared,The Wavelengths,Solar,73.7,640,47,0.51,0.532,25,22,17750,10620,7130,55,29,50,117,47.00%,393.9,235.7,158.2,1.22,0.64,1.11,2.6,377.7,226,151.7,1.17,0.62,1.06,2.49,120,117,2.66,2.6,2.55,2.49
Prospect,RSC004856,Redfire0817,Chudley Cannons,Quidditch League,Solar,73.5,499,34,0.481,0.412,14,20,13191,7350,5841,35,18,34,125,28.00%,375.4,209.2,166.2,1,0.51,0.97,3.56,388,216.2,171.8,1.03,0.53,1,3.68,80,84,2.28,2.39,2.35,2.47
Prospect,RSC005056,Garrison,Barbarians,The Sovereign,Lunar,72.4,771,52,0.542,0.519,27,25,20747,11700,9047,53,30,64,170,31.20%,382.2,215.5,166.7,0.98,0.55,1.18,3.13,399,225,174,1.02,0.58,1.23,3.27,136,122,2.51,2.25,2.62,2.35
Prospect,RSC003720,Arisedaft,Foglets,The Bestiary,Lunar,70.5,336,24,0.654,0.708,17,7,8541,5120,3421,21,21,28,57,36.80%,361,216.4,144.6,0.89,0.89,1.18,2.41,355.9,213.3,142.5,0.88,0.88,1.17,2.38,77,52,3.25,2.2,3.21,2.17
Prospect,RSC004135,Frostii,Four Horsemen,Rocket Association Wrestling,Lunar,69.6,592,42,0.569,0.595,25,17,15413,9120,6293,40,29,51,112,35.70%,369.8,218.8,151,0.96,0.7,1.22,2.69,367,217.1,149.8,0.95,0.69,1.21,2.67,111,93,2.66,2.23,2.64,2.21
Prospect,RSC003172,Satch Malone,Mavericks,Warbirds,Lunar,68.4,789,52,0.506,0.5,26,26,20898,12190,8708,60,24,64,179,33.50%,376.2,219.4,156.8,1.08,0.43,1.15,3.22,401.9,234.4,167.5,1.15,0.46,1.23,3.44,125,123,2.25,2.21,2.4,2.37
Prospect,RSC001133,Beni Lava,Spearmint,Minty Fresh,Solar,64.1,484,36,0.5,0.556,20,16,12912,7100,5812,29,21,48,75,38.70%,378.9,208.3,170.6,0.85,0.62,1.41,2.2,358.7,197.2,161.4,0.81,0.58,1.33,2.08,80,80,2.35,2.35,2.22,2.22
Prospect,RSC003169,Roqket.,Iron,Metal,Solar,62.5,683,49,0.621,0.653,32,17,16580,9620,6960,41,29,53,142,28.90%,344.8,200,144.7,0.85,0.6,1.1,2.95,338.4,196.3,142,0.84,0.59,1.08,2.9,123,89,2.56,1.85,2.51,1.82
Prospect,RSC002412,Rosefanatic3615,Titanoboas,The Serpents,Lunar,61.7,415,30,0.495,0.5,15,15,9926,5740,4186,25,22,28,74,33.80%,339.7,196.4,143.3,0.86,0.75,0.96,2.53,330.9,191.3,139.5,0.83,0.73,0.93,2.47,73,74,2.5,2.53,2.43,2.47
Prospect,RSC004888,Agentanime07,Blobfish,The Abyss,Lunar,59.8,650,48,0.43,0.458,22,26,15873,9300,6573,42,29,50,115,36.50%,346.8,203.2,143.6,0.92,0.63,1.09,2.51,330.7,193.8,136.9,0.88,0.6,1.04,2.4,94,113,2.05,2.47,1.96,2.35
Prospect,RSC004845,Binboiz,Koala Bears,The Bear Den,Lunar,58.3,701,51,0.481,0.471,24,27,17416,10190,7226,51,23,52,134,38.10%,352.9,206.5,146.4,1.03,0.47,1.05,2.71,341.5,199.8,141.7,1,0.45,1.02,2.63,122,128,2.47,2.59,2.39,2.51
Prospect,,Lxserzz0,Iron,Metal,Solar,57,530,37,0.573,0.595,22,15,13256,7760,5496,35,20,48,86,40.70%,355.2,207.9,147.3,0.94,0.54,1.29,2.3,358.3,209.7,148.5,0.95,0.54,1.3,2.32,92,76,2.47,2.04,2.49,2.05
Prospect,RSC004348,Bigpugg,House Salads,Fifty-Fifty Pizzeria,Solar,56.8,431,32,0.491,0.5,16,16,10370,6150,4220,30,21,29,65,46.20%,341.7,202.7,139.1,0.99,0.69,0.96,2.14,324.1,192.2,131.9,0.94,0.66,0.91,2.03,86,88,2.83,2.9,2.69,2.75
Prospect,RSC004840,Obay Jackttv,Air Buds,Puppy Paradise,Lunar,56.6,68,4,0.596,0.75,3,1,1667,1080,587,6,2,5,13,46.20%,348.2,225.6,122.6,1.25,0.42,1.04,2.72,416.8,270,146.8,1.5,0.5,1.25,3.25,14,11,2.92,2.3,3.5,2.75
Prospect,RSC004688,Mntnd3Wme,Koala Bears,The Bear Den,Lunar,56.1,661,48,0.483,0.479,23,25,16150,8430,7720,35,28,49,108,32.40%,347,181.1,165.9,0.75,0.6,1.05,2.32,336.5,175.6,160.8,0.73,0.58,1.02,2.25,116,121,2.49,2.6,2.42,2.52
Prospect,RSC004970,Tgunn05,Four Horsemen,Rocket Association Wrestling,Lunar,55.2,636,45,0.628,0.689,31,14,15153,8560,6593,40,29,42,101,39.60%,338.4,191.2,147.2,0.89,0.65,0.94,2.26,336.7,190.2,146.5,0.89,0.64,0.93,2.24,127,91,2.84,2.03,2.82,2.02
Prospect,RSC004442,Hav0C,Titanoboas,The Serpents,Lunar,55.2,747,52,0.515,0.538,28,24,18373,10410,7963,50,25,57,131,38.20%,349.3,197.9,151.4,0.95,0.48,1.08,2.49,353.3,200.2,153.1,0.96,0.48,1.1,2.52,136,131,2.59,2.49,2.62,2.52
Prospect,RSC003213,Soba_Man,Titanoboas,The Serpents,Lunar,55.1,595,40,0.534,0.55,22,18,13178,7980,5198,30,29,48,113,26.50%,314.6,190.5,124.1,0.72,0.69,1.15,2.7,329.5,199.5,130,0.75,0.73,1.2,2.83,109,100,2.6,2.39,2.73,2.5
Prospect,RSC004099,Benpie24,Piranhas,The Jungle,Solar,54,582,42,0.611,0.571,24,18,13197,7440,5757,32,27,37,104,30.80%,322.1,181.6,140.5,0.78,0.66,0.9,2.54,314.2,177.1,137.1,0.76,0.64,0.88,2.48,117,88,2.86,2.15,2.79,2.1
Prospect,RSC005021,Rollindolan,Air Buds,Puppy Paradise,Lunar,53.8,537,37,0.449,0.432,16,21,13627,7980,5647,35,16,57,83,42.20%,360.4,211.1,149.4,0.93,0.42,1.51,2.2,368.3,215.7,152.6,0.95,0.43,1.54,2.24,86,98,2.27,2.59,2.32,2.65
Prospect,RSC003432,Redwinglegend,Emperor Penguins,Sub Zero,Solar,52.5,270,18,0.525,0.556,10,8,6361,4030,2331,18,9,26,48,37.50%,334.6,212,122.6,0.95,0.47,1.37,2.52,353.4,223.9,129.5,1,0.5,1.44,2.67,50,47,2.63,2.47,2.78,2.61
Prospect,RSC003978,Thenio,Infrared,The Wavelengths,Solar,51.2,687,50,0.487,0.48,24,26,16678,9760,6918,49,18,55,121,40.50%,344.8,201.8,143,1.01,0.37,1.14,2.5,333.6,195.2,138.4,0.98,0.36,1.1,2.42,127,131,2.63,2.71,2.54,2.62
Prospect,RSC004166,Markoyo,Iron,Metal,Solar,51.1,472,34,0.57,0.647,22,12,10871,6110,4761,26,20,35,76,34.20%,327.1,183.9,143.3,0.78,0.6,1.05,2.29,319.7,179.7,140,0.76,0.59,1.03,2.24,84,70,2.53,2.11,2.47,2.06
Prospect,RSC004249,Bb3Rk83,Barbarians,The Sovereign,Lunar,51,532,36,0.552,0.528,19,17,12375,7450,4925,40,16,33,100,40.00%,330.4,198.9,131.5,1.07,0.43,0.88,2.67,343.8,206.9,136.8,1.11,0.44,0.92,2.78,97,85,2.59,2.27,2.69,2.36
Prospect,RSC003523,Sleepy Harlow,Emperor Penguins,Sub Zero,Solar,50.2,696,47,0.608,0.638,30,17,14589,8590,5999,33,41,43,109,30.30%,297.7,175.3,122.4,0.67,0.84,0.88,2.22,310.4,182.8,127.6,0.7,0.87,0.91,2.32,141,107,2.88,2.18,3,2.28
Prospect,RSC003266,Gameymcgamertag,Spearmint,Minty Fresh,Solar,50.2,634,46,0.426,0.5,23,23,15448,8710,6738,28,22,78,91,30.80%,346.1,195.1,150.9,0.63,0.49,1.75,2.04,335.8,189.3,146.5,0.61,0.48,1.7,1.98,94,114,2.11,2.55,2.04,2.48
Prospect,RSC003726,Made By Miraj,Spearmint,Minty Fresh,Solar,49.3,485,37,0.368,0.432,16,21,11102,6090,5012,26,19,35,79,32.90%,325.1,178.3,146.8,0.76,0.56,1.02,2.31,300.1,164.6,135.5,0.7,0.51,0.95,2.14,68,96,1.99,2.81,1.84,2.59
Prospect,RSC004699,D3Wly,Rodan,Kaiju,Solar,49.1,553,40,0.534,0.55,22,18,13134,7530,5604,36,16,44,93,38.70%,337.3,193.4,143.9,0.92,0.41,1.13,2.39,328.4,188.3,140.1,0.9,0.4,1.1,2.33,94,86,2.41,2.21,2.35,2.15
Prospect,RSC007229,Yourboiblue,Air Buds,Puppy Paradise,Lunar,49.1,668,45,0.486,0.489,22,23,15069,8550,6519,42,27,38,110,38.20%,320.4,181.8,138.6,0.89,0.57,0.81,2.34,334.9,190,144.9,0.93,0.6,0.84,2.44,114,118,2.42,2.51,2.53,2.62
Prospect,RSC002182,Breadmg,Emperor Penguins,Sub Zero,Solar,48.8,643,43,0.593,0.628,27,16,14121,8320,5801,41,28,35,107,38.30%,311.9,183.8,128.1,0.91,0.62,0.77,2.36,328.4,193.5,134.9,0.95,0.65,0.81,2.49,129,102,2.85,2.25,3,2.37
Prospect,RSC004861,Batsly,Rodan,Kaiju,Solar,48.5,433,31,0.465,0.452,14,17,10519,6220,4299,26,10,48,72,36.10%,345,204,141,0.85,0.33,1.57,2.36,339.3,200.6,138.7,0.84,0.32,1.55,2.32,63,69,2.07,2.26,2.03,2.23
Prospect,RSC002021,Perk_At_Play,Barbarians,The Sovereign,Lunar,48.1,207,14,0.465,0.357,5,9,4495,2680,1815,12,8,14,38,31.60%,308.4,183.9,124.5,0.82,0.55,0.96,2.61,321.1,191.4,129.6,0.86,0.57,1,2.71,32,35,2.2,2.4,2.29,2.5
Prospect,RSC002350,Nacho,Sparks,Electric Mayhem,Lunar,45.8,652,47,0.279,0.255,12,35,15059,7980,7079,35,19,49,108,32.40%,328,173.8,154.2,0.76,0.41,1.07,2.35,320.4,169.8,150.6,0.74,0.4,1.04,2.3,82,149,1.79,3.25,1.74,3.17
Prospect,RSC000464,Ailurobear,"Blobfish
Sparks","The Abyss
Electric Mayhem",Lunar,45.4,544,41,0.406,0.415,17,24,12661,7020,5641,35,15,38,87,40.20%,330.6,183.3,147.3,0.91,0.39,0.99,2.27,308.8,171.2,137.6,0.85,0.37,0.93,2.12,80,102,2.09,2.66,1.95,2.49
Prospect,RSC004896,Phoenixark_7,Earth,The Elements,Solar,45.2,619,46,0.508,0.457,21,25,14050,7950,6100,39,21,41,95,41.10%,322.4,182.4,140,0.89,0.48,0.94,2.18,305.4,172.8,132.6,0.85,0.46,0.89,2.07,105,103,2.41,2.36,2.28,2.24
Prospect,RSC003916,G Robber22,Iron,Metal,Solar,45.2,481,36,0.644,0.639,23,13,11468,6430,5038,28,12,46,73,38.40%,338.6,189.9,148.8,0.83,0.35,1.36,2.16,318.6,178.6,139.9,0.78,0.33,1.28,2.03,91,62,2.69,1.83,2.53,1.72
Prospect,RSC003109,Kflip11,Rodan,Kaiju,Solar,45.2,591,41,0.533,0.561,23,18,12440,6830,5610,27,28,36,93,29.00%,299,164.1,134.8,0.65,0.67,0.87,2.23,303.4,166.6,136.8,0.66,0.68,0.88,2.27,98,90,2.36,2.16,2.39,2.2
Prospect,RSC002949,Razzr Elite,"Piranhas
Infrared","The Jungle
The Wavelengths",Solar,44.9,649,47,0.466,0.426,20,27,14093,7710,6383,32,27,43,101,31.70%,308.4,168.7,139.7,0.7,0.59,0.94,2.21,299.9,164,135.8,0.68,0.57,0.91,2.15,112,122,2.45,2.67,2.38,2.6
Prospect,RSC004222,Atma-,Piranhas,The Jungle,Solar,44.7,494,35,0.522,0.543,19,16,10917,6360,4557,29,20,35,71,40.80%,313.9,182.9,131,0.83,0.58,1.01,2.04,311.9,181.7,130.2,0.83,0.57,1,2.03,93,88,2.67,2.53,2.66,2.51
Prospect,RSC002108,Decebalus,"Gemini
Mavericks","The N Ξ X U S
Warbirds",Lunar,44.7,212,14,0.433,0.357,5,9,4414,2410,2004,9,11,13,31,29.00%,295.7,161.5,134.3,0.6,0.74,0.87,2.08,315.3,172.1,143.1,0.64,0.79,0.93,2.21,32,38,2.14,2.55,2.29,2.71
Prospect,RSC000126,Beyond Teddie,"Chudley Cannons
Blobfish","Quidditch League
The Abyss",Solar,44.1,115,8,0.26,0.125,1,7,2469,1470,999,4,5,13,17,23.50%,304.9,181.5,123.4,0.49,0.62,1.61,2.1,308.6,183.8,124.9,0.5,0.63,1.63,2.13,14,27,1.73,3.33,1.75,3.38
Prospect,RSC000126,Beyond Teddie,"Chudley Cannons
Blobfish","Quidditch League
The Abyss",Solar,44.1,115,8,0.26,0.125,1,7,2469,1470,999,4,5,13,17,23.50%,304.9,181.5,123.4,0.49,0.62,1.61,2.1,308.6,183.8,124.9,0.5,0.63,1.63,2.13,14,27,1.73,3.33,1.75,3.38
Prospect,RSC004844,Calicat01,Jersey Devils,The Forest,Lunar,44,445,28,0.561,0.536,15,13,9594,5470,4124,25,17,28,72,34.70%,306.2,174.6,131.6,0.8,0.54,0.89,2.3,342.6,195.4,147.3,0.89,0.61,1,2.57,83,71,2.65,2.27,2.96,2.54
Prospect,RSC004763,Smba-,Chudley Cannons,Quidditch League,Solar,43,461,32,0.404,0.281,9,23,10425,5560,4865,24,14,35,71,33.80%,321.2,171.3,149.9,0.74,0.43,1.08,2.19,325.8,173.8,152,0.75,0.44,1.09,2.22,67,86,2.06,2.65,2.09,2.69
Prospect,RSC004303,Shogun,Air Buds,Puppy Paradise,Lunar,42.7,598,41,0.489,0.463,19,22,13430,7630,5800,30,21,55,83,36.10%,319,181.2,137.8,0.71,0.5,1.31,1.97,327.6,186.1,141.5,0.73,0.51,1.34,2.02,104,107,2.47,2.54,2.54,2.61
Prospect,RSC003054,Particlect,Gemini,The N Ξ X U S,Solar,42.7,645,44,0.377,0.432,19,25,14298,7810,6488,31,21,53,101,30.70%,314.8,172,142.9,0.68,0.46,1.17,2.22,325,177.5,147.5,0.7,0.48,1.2,2.3,82,114,1.81,2.51,1.86,2.59
Prospect,RSC001933,Ducky,House Salads,Fifty-Fifty Pizzeria,Solar,41.7,627,46,0.431,0.435,20,26,13547,7000,6547,29,25,39,90,32.20%,306.9,158.6,148.3,0.66,0.57,0.88,2.04,294.5,152.2,142.3,0.63,0.54,0.85,1.96,106,126,2.4,2.85,2.3,2.74
Prospect,RSC000048,Pablo V2,Titanoboas,The Serpents,Lunar,41.5,484,34,0.509,0.559,19,15,10144,5960,4184,31,17,24,81,38.30%,297.7,174.9,122.8,0.91,0.5,0.7,2.38,298.4,175.3,123.1,0.91,0.5,0.71,2.38,90,88,2.64,2.58,2.65,2.59
Prospect,RSC004388,Bobbo174,Koala Bears,The Bear Den,Lunar,40.9,627,45,0.475,0.444,20,25,13386,7630,5756,30,25,50,88,34.10%,303.2,172.8,130.4,0.68,0.57,1.13,1.99,297.5,169.6,127.9,0.67,0.56,1.11,1.96,109,116,2.47,2.63,2.42,2.58
Prospect,RSC004272,I Grades I,Rodan,Kaiju,Solar,40.2,502,35,0.449,0.457,16,19,10960,5900,5060,19,21,47,60,31.70%,310.1,166.9,143.2,0.54,0.59,1.33,1.7,313.1,168.6,144.6,0.54,0.6,1.34,1.71,69,79,1.95,2.24,1.97,2.26
Prospect,RSC003851,Domtut14,Gemini,The N Ξ X U S,Solar,39.7,679,48,0.419,0.396,19,29,13790,7170,6620,20,27,54,112,17.90%,288.4,150,138.5,0.42,0.56,1.13,2.34,287.3,149.4,137.9,0.42,0.56,1.13,2.33,92,114,1.92,2.38,1.92,2.38
Prospect,RSC003153,Theman,Four Horsemen,Rocket Association Wrestling,Lunar,39.5,472,34,0.647,0.676,23,11,9541,5380,4161,24,23,24,63,38.10%,287.1,161.9,125.2,0.72,0.69,0.72,1.9,280.6,158.2,122.4,0.71,0.68,0.71,1.85,97,66,2.92,1.99,2.85,1.94
Prospect,RSC004669,Mayday369,"Gemini
Chudley Cannons","The N Ξ X U S
Quidditch League",Solar,39.1,189,14,0.444,0.357,5,9,4168,2190,1978,11,5,11,29,37.90%,313.2,164.6,148.6,0.83,0.38,0.83,2.18,297.7,156.4,141.3,0.79,0.36,0.79,2.07,34,39,2.55,2.93,2.43,2.79
Prospect,RSC002636,Nitemare,Foglets,The Bestiary,Lunar,38.9,629,43,0.607,0.605,26,17,12841,7020,5821,29,28,37,87,33.30%,289.9,158.5,131.4,0.65,0.63,0.84,1.96,298.6,163.3,135.4,0.67,0.65,0.86,2.02,125,95,2.82,2.15,2.91,2.21
Prospect,RSC000930,Solidfisher63,"Infrared
Four Horsemen","The Wavelengths
Rocket Association Wrestling",Solar,38.8,192,13,0.511,0.538,7,6,3542,1940,1602,6,11,10,29,20.70%,262,143.5,118.5,0.44,0.81,0.74,2.15,272.5,149.2,123.2,0.46,0.85,0.77,2.23,37,36,2.74,2.66,2.85,2.77
Prospect,RSC004184,Drivingwebster,Mavericks,Warbirds,Lunar,38.8,330,23,0.639,0.652,15,8,6628,3500,3128,10,16,25,45,22.20%,285.3,150.6,134.6,0.43,0.69,1.08,1.94,288.2,152.2,136,0.43,0.7,1.09,1.96,61,42,2.63,1.81,2.65,1.83
Prospect,RSC004184,Drivingwebster,Mavericks,Warbirds,Lunar,38.8,330,23,0.639,0.652,15,8,6628,3500,3128,10,16,25,45,22.20%,285.3,150.6,134.6,0.43,0.69,1.08,1.94,288.2,152.2,136,0.43,0.7,1.09,1.96,61,42,2.63,1.81,2.65,1.83
Prospect,RSC001032,Jme,"Chudley Cannons
Gemini","Quidditch League
The N Ξ X U S",Solar,38.7,144,9,0.483,0.556,5,4,2539,1310,1229,3,8,7,26,11.50%,250.4,129.2,121.2,0.3,0.79,0.69,2.56,282.1,145.6,136.6,0.33,0.89,0.78,2.89,22,23,2.17,2.27,2.44,2.56
Prospect,RSC004782,B00Tyeaterjoe96,Koala Bears,The Bear Den,Lunar,38.6,153,12,0.407,0.417,5,7,3269,1680,1589,7,5,10,23,30.40%,303.5,156,147.5,0.65,0.46,0.93,2.14,272.4,140,132.4,0.58,0.42,0.83,1.92,22,28,2.04,2.6,1.83,2.33
Prospect,RSC004678,Kingmunke,Blobfish,The Abyss,Lunar,38.4,383,30,0.437,0.467,14,16,8393,4160,4233,10,13,40,51,19.60%,311.2,154.3,157,0.37,0.48,1.48,1.89,279.8,138.7,141.1,0.33,0.43,1.33,1.7,56,66,2.08,2.45,1.87,2.2
Prospect,RSC004940,Pandacarriesm3,Blobfish,The Abyss,Lunar,38,541,39,0.395,0.436,17,22,12408,6200,6208,17,17,61,60,28.30%,325.7,162.8,163,0.45,0.45,1.6,1.58,318.2,159,159.2,0.44,0.44,1.56,1.54,76,100,2,2.63,1.95,2.56
Prospect,RSC004758,Array,House Salads,Fifty-Fifty Pizzeria,Solar,37.4,14,1,0.099,0,0,1,311,180,131,1,0,1,3,33.30%,315.5,182.6,132.9,1.01,0,1.01,3.04,311,180,131,1,0,1,3,1,4,1.01,4.06,1,4
Prospect,RSC004758,Array,House Salads,Fifty-Fifty Pizzeria,Solar,37.4,14,1,0.099,0,0,1,311,180,131,1,0,1,3,33.30%,315.5,182.6,132.9,1.01,0,1.01,3.04,311,180,131,1,0,1,3,1,4,1.01,4.06,1,4
Prospect,RSC004746,Tat Pitts,Gemini,The N Ξ X U S,Solar,37.2,687,48,0.379,0.396,19,29,15046,8450,6596,36,14,61,110,32.70%,311.1,174.7,136.4,0.74,0.29,1.26,2.27,313.5,176,137.4,0.75,0.29,1.27,2.29,93,128,1.92,2.65,1.94,2.67
Prospect,RSC003112,Thesaltylobbster,Piranhas,The Jungle,Solar,35.8,242,19,0.482,0.474,9,10,4927,2400,2527,12,9,8,35,34.30%,289.2,140.9,148.3,0.7,0.53,0.47,2.05,259.3,126.3,133,0.63,0.47,0.42,1.84,45,47,2.64,2.76,2.37,2.47
Prospect,RSC004177,Abeillonnaise,Foglets,The Bestiary,Lunar,35.3,588,39,0.601,0.641,25,14,11421,7230,4191,34,18,38,103,33.00%,275.9,174.6,101.2,0.82,0.43,0.92,2.49,292.8,185.4,107.5,0.87,0.46,0.97,2.64,114,88,2.75,2.13,2.92,2.26
Prospect,RSC000429,Ty,"Sparks
House Salads","Electric Mayhem
Fifty-Fifty Pizzeria",Lunar,35.1,537,39,0.358,0.333,13,26,11723,6530,5193,23,13,57,73,31.50%,310.1,172.7,137.3,0.61,0.34,1.51,1.93,300.6,167.4,133.2,0.59,0.33,1.46,1.87,76,110,2.01,2.91,1.95,2.82
Prospect,RSC004724,Egghead.,Chudley Cannons,Quidditch League,Solar,33.1,182,13,0.512,0.538,7,6,3297,1870,1427,8,7,8,32,25.00%,257.3,145.9,111.4,0.62,0.55,0.62,2.5,253.6,143.8,109.8,0.62,0.54,0.62,2.46,35,34,2.73,2.65,2.69,2.62
Prospect,RSC004876,Powerof3,Chudley Cannons,Quidditch League,Solar,31.8,557,38,0.467,0.421,16,22,11041,6370,4671,29,18,36,77,37.70%,281.5,162.4,119.1,0.74,0.46,0.92,1.96,290.6,167.6,122.9,0.76,0.47,0.95,2.03,92,100,2.35,2.55,2.42,2.63
Prospect,RSC004255,Avgjohnson,Mavericks,Warbirds,Lunar,29.4,722,48,0.497,0.5,24,24,13979,7580,6399,28,22,53,103,27.20%,275,149.1,125.9,0.55,0.43,1.04,2.03,291.2,157.9,133.3,0.58,0.46,1.1,2.15,114,115,2.24,2.26,2.38,2.4
Prospect,RSC003777,Mr Lophi,Mavericks,Warbirds,Lunar,28.3,341,21,0.464,0.429,9,12,6788,4030,2758,22,6,20,53,41.50%,282.7,167.9,114.9,0.92,0.25,0.83,2.21,323.2,191.9,131.3,1.05,0.29,0.95,2.52,51,56,2.12,2.33,2.43,2.67
Prospect,RSC003123,Itpaystoslay,Sparks,Electric Mayhem,Lunar,25,483,36,0.298,0.278,10,26,9168,4960,4208,17,14,39,61,27.90%,269.6,145.8,123.7,0.5,0.41,1.15,1.79,254.7,137.8,116.9,0.47,0.39,1.08,1.69,63,108,1.85,3.18,1.75,3
Prospect,RSC004279,Onlyjammer,Air Buds,Puppy Paradise,Lunar,23.3,372,25,0.409,0.4,10,15,6677,3990,2687,16,13,26,44,36.40%,254.9,152.3,102.6,0.61,0.5,0.99,1.68,267.1,159.6,107.5,0.64,0.52,1.04,1.76,63,79,2.41,3.02,2.52,3.16
Prospect,RSC004059,Turboalpaca,Barbarians,The Sovereign,Lunar,22.8,679,45,0.567,0.578,26,19,11475,6490,4985,28,22,31,104,26.90%,240,135.8,104.3,0.59,0.46,0.65,2.18,255,144.2,110.8,0.62,0.49,0.69,2.31,127,107,2.66,2.24,2.82,2.38
Prospect,RSC002796,Carno,Spearmint,Minty Fresh,Solar,21.6,515,37,0.403,0.432,16,21,9620,5060,4560,22,12,32,66,33.30%,265.3,139.5,125.8,0.61,0.33,0.88,1.82,260,136.8,123.2,0.59,0.32,0.86,1.78,73,94,2.01,2.59,1.97,2.54
Prospect,RSC004220,Logixaal,Jersey Devils,The Forest,Lunar,21.5,633,41,0.535,0.512,21,20,11904,6410,5494,24,17,49,71,33.80%,267.1,143.8,123.3,0.54,0.38,1.1,1.59,290.3,156.3,134,0.59,0.41,1.2,1.73,121,111,2.71,2.49,2.95,2.71
Prospect,RSC004387,Runninghair,House Salads,Fifty-Fifty Pizzeria,Solar,20.2,268,19,0.517,0.474,9,10,4640,2490,2150,10,7,15,39,25.60%,245.9,132,113.9,0.53,0.37,0.79,2.07,244.2,131.1,113.2,0.53,0.37,0.79,2.05,47,45,2.49,2.38,2.47,2.37
Prospect,RSC003288,Greengofantastic,Blobfish,The Abyss,Lunar,19.6,46,4,0.136,0.25,1,3,836,430,406,2,2,2,3,66.70%,258.1,132.8,125.4,0.62,0.62,0.62,0.93,209,107.5,101.5,0.5,0.5,0.5,0.75,5,15,1.54,4.63,1.25,3.75
Prospect,RSC003288,Greengofantastic,Blobfish,The Abyss,Lunar,19.6,46,4,0.136,0.25,1,3,836,430,406,2,2,2,3,66.70%,258.1,132.8,125.4,0.62,0.62,0.62,0.93,209,107.5,101.5,0.5,0.5,0.5,0.75,5,15,1.54,4.63,1.25,3.75
Prospect,RSC004943,Fpsframerate,Piranhas,The Jungle,Solar,16.5,61,4,0.678,0.5,2,2,943,510,433,0,3,6,6,0.00%,219.6,118.7,100.8,0,0.7,1.4,1.4,235.8,127.5,108.3,0,0.75,1.5,1.5,10,6,2.33,1.4,2.5,1.5
Prospect,RSC004790,Thefrostnl,Barbarians,The Sovereign,Lunar,13.1,124,9,0.478,0.444,4,5,2240,990,1250,3,2,9,14,21.40%,256.6,113.4,143.2,0.34,0.23,1.03,1.6,248.9,110,138.9,0.33,0.22,1,1.56,16,17,1.83,1.95,1.78,1.89
Prospect,RSC004937,The_Hogwired,Sparks,Electric Mayhem,Lunar,9.9,401,29,0.206,0.069,2,27,6703,3530,3173,14,8,26,43,32.60%,237.4,125,112.4,0.5,0.28,0.92,1.52,231.1,121.7,109.4,0.48,0.28,0.9,1.48,44,102,1.56,3.61,1.52,3.52
Prospect,RSC004274,Zvrns,"House Salads
Emperor Penguins
Mavericks","Fifty-Fifty Pizzeria
Sub Zero
Warbirds",Solar,2.1,115,8,0.243,0.125,1,7,1895,910,985,4,1,7,11,36.40%,234,112.4,121.6,0.49,0.12,0.86,1.36,236.9,113.8,123.1,0.5,0.13,0.88,1.38,12,25,1.48,3.09,1.5,3.13
Prospect,RSC002229,Banshii,Infrared,The Wavelengths,Solar,1.1,203,15,0.48,0.4,6,9,3026,1290,1736,3,6,11,14,21.40%,211.7,90.3,121.5,0.21,0.42,0.77,0.98,201.7,86,115.7,0.2,0.4,0.73,0.93,41,43,2.87,3.01,2.73,2.87
Prospect,RSC002229,Banshii,Infrared,The Wavelengths,Solar,1.1,203,15,0.48,0.4,6,9,3026,1290,1736,3,6,11,14,21.40%,211.7,90.3,121.5,0.21,0.42,0.77,0.98,201.7,86,115.7,0.2,0.4,0.73,0.93,41,43,2.87,3.01,2.73,2.87
